   199 L    126 EV_APV { AI 2    628    629 } { AI 1    630 } 
   200 L    127 EV_APV { AI 2    631    632 } { AI 1    633 } 
   201 L    128 EV_APV { AI 2    640    641 } { AI 1    642 } 
   202 L    129 EV_APV { AI 2    647    648 } { AI 1    649 } 
   203 L    130 EV_APV { AI 2    650    651 } { AI 1    652 } 
   204 L    131 EV_APV { AI 2    657    658 } { AI 1    659 } 
   205 L    132 EV_APV { AI 2    660    661 } { AI 1    662 } 
   206 L    133 EV_APV { AI 2    667    668 } { AI 1    669 } 
   207 L    134 EV_APV { AI 2    670    671 } { AI 1    672 } 
   208 L    135 EV_APV { AI 2    677    678 } { AI 1    679 } 
   209 L    136 EV_APV { AI 2    680    681 } { AI 1    682 } 
   210 L    137 EV_APV { AI 2    687    688 } { AI 1    689 } 
   211 L    138 EV_APV { AI 2    690    691 } { AI 1    692 } 
   212 L    139 EV_APV { AI 2    697    698 } { AI 1    699 } 
   213 L    140 EV_APV { AI 2    700    701 } { AI 1    702 } 
   214 L    141 EV_APV { AI 2    705    706 } { AI 1    707 } 
   215 L    142 EV_APV { AI 2    710    711 } { AI 1    712 } 
   216 L    143 EV_APV { AI 2    713    714 } { AI 1    715 } 
   217 L    144 EV_APV { AI 2    720    721 } { AI 1    722 } 
   218 L    145 EV_APV { AI 2    723    724 } { AI 1    725 } 
   219 L    146 EV_APV { AI 2    730    731 } { AI 1    732 } 
   220 L    147 EV_APV { AI 2    733    734 } { AI 1    735 } 
   221 L    148 EV_APV { AI 2    740    741 } { AI 1    742 } 
   222 L    149 EV_APV { AI 2    743    744 } { AI 1    745 } 
   223 L    150 EV_APV { AI 2    748    749 } { AI 1    750 } 
   224 L    151 EV_APV { AI 2    751    752 } { AI 1    753 } 
   225 L    152 EV_APV { AI 2    758    759 } { AI 1    760 } 
   226 L    153 EV_APV { AI 2    763    764 } { AI 1    765 } 
   227 L    154 EV_APV { AI 2    768    769 } { AI 1    770 } 
   228 L    155 EV_APV { AI 2    771    772 } { AI 1    773 } 
   229 L    156 EV_APV { AI 2    778    779 } { AI 1    780 } 
   230 L    157 EV_APV { AI 2    781    782 } { AI 1    783 } 
   231 L    158 EV_APV { AI 2    788    789 } { AI 1    790 } 
   232 L    159 EV_APV { AI 2    791    792 } { AI 1    793 } 
   233 L    160 EV_APV { AI 2    798    799 } { AI 1    800 } 
   234 L    161 EV_APV { AI 2    803    804 } { AI 1    805 } 
   235 L    162 EV_APV { AI 2    806    807 } { AI 1    808 } 
   236 L    163 EV_APV { AI 2    813    814 } { AI 1    815 } 
   237 L    164 EV_APV { AI 2    816    817 } { AI 1    818 } 
   238 L    165 EV_APV { AI 2    823    824 } { AI 1    825 } 
   239 L    166 EV_APV { AI 2    826    827 } { AI 1    828 } 
   240 L    167 EV_APV { AI 2    831    832 } { AI 1    833 } 
   241 L    168 EV_APV { AI 2    834    835 } { AI 1    836 } 
   242 L    169 EV_APV { AI 2    841    842 } { AI 1    843 } 
   243 L    170 EV_APV { AI 2    848    849 } { AI 1    850 } 
   244 L    171 EV_APV { AI 2    851    852 } { AI 1    853 } 
   245 L    172 EV_APV { AI 2    856    857 } { AI 1    858 } 
   246 L    173 EV_APV { AI 2    861    862 } { AI 1    863 } 
   247 L    174 EV_APV { AI 2    866    867 } { AI 1    868 } 
   248 L    175 EV_APV { AI 2    873    874 } { AI 1    875 } 
   249 L    176 EV_APV { AI 2    876    877 } { AI 1    878 } 
   250 L    177 EV_APV { AI 2    883    884 } { AI 1    885 } 
   251 L    178 EV_APV { AI 2    886    887 } { AI 1    888 } 
   252 L    179 EV_APV { AI 2    893    894 } { AI 1    895 } 
   253 L    180 EV_APV { AI 2    896    897 } { AI 1    898 } 
   254 L    181 EV_APV { AI 2    901    902 } { AI 1    903 } 
   255 L    182 EV_APV { AI 2    906    907 } { AI 1    908 } 
   256 L    183 EV_APV { AI 2    913    914 } { AI 1    915 } 
   257 L    184 EV_APV { AI 2    916    917 } { AI 1    918 } 
   258 L    185 EV_APV { AI 2    923    924 } { AI 1    925 } 
   259 L    186 EV_APV { AI 2    930    931 } { AI 1    932 } 
   260 F      0 EV_APV { AI 2     12     13 } { AI 0 } 
   261 F      1 EV_APV { AI 2     24     25 } { AI 0 } 
   262 F      2 EV_APV { AI 2     34     35 } { AI 0 } 
   263 F      3 EV_APV { AI 2     44     45 } { AI 0 } 
   264 F      4 EV_APV { AI 2     54     55 } { AI 0 } 
   265 F      5 EV_APV { AI 2     64     65 } { AI 0 } 
   266 F      6 EV_APV { AI 2     74     75 } { AI 0 } 
   267 F      7 EV_APV { AI 2     84     85 } { AI 0 } 
   268 F      8 EV_APV { AI 2     94     95 } { AI 0 } 
   269 F      9 EV_APV { AI 2    100    101 } { AI 0 } 
   270 F     10 EV_APV { AI 2    109    110 } { AI 0 } 
   271 F     11 EV_APV { AI 2    119    120 } { AI 0 } 
   272 F     12 EV_APV { AI 2    129    130 } { AI 0 } 
   273 F     13 EV_APV { AI 2    139    140 } { AI 0 } 
   274 F     14 EV_APV { AI 2    148    149 } { AI 0 } 
   275 F     15 EV_APV { AI 2    157    158 } { AI 0 } 
   276 F     16 EV_APV { AI 2    172    173 } { AI 0 } 
   277 F     17 EV_APV { AI 2    184    185 } { AI 0 } 
   278 F     18 EV_APV { AI 2    194    195 } { AI 0 } 
   279 F     19 EV_APV { AI 2    200    201 } { AI 0 } 
   280 F     20 EV_APV { AI 2    208    209 } { AI 0 } 
   281 F     21 EV_APV { AI 2    213    214 } { AI 0 } 
   282 F     22 EV_APV { AI 2    218    219 } { AI 0 } 
   283 F     23 EV_APV { AI 2    227    228 } { AI 0 } 
   284 F     24 EV_APV { AI 2    237    238 } { AI 0 } 
   285 F     25 EV_APV { AI 2    247    248 } { AI 0 } 
   286 F     26 EV_APV { AI 2    257    258 } { AI 0 } 
   287 F     27 EV_APV { AI 2    267    268 } { AI 0 } 
   288 F     28 EV_APV { AI 2    273    274 } { AI 0 } 
   289 F     29 EV_APV { AI 2    275    276 } { AI 0 } 
   290 F     30 EV_APV { AI 2    284    285 } { AI 0 } 
   291 F     31 EV_APV { AI 2    294    295 } { AI 0 } 
   292 F     32 EV_APV { AI 2    300    301 } { AI 0 } 
   293 F     33 EV_APV { AI 2    308    309 } { AI 0 } 
   294 F     34 EV_APV { AI 2    310    311 } { AI 0 } 
   295 F     35 EV_APV { AI 2    319    320 } { AI 0 } 
   296 F     36 EV_APV { AI 2    329    330 } { AI 0 } 
   297 F     37 EV_APV { AI 2    339    340 } { AI 0 } 
   298 F     38 EV_APV { AI 2    349    350 } { AI 0 } 
   299 F     39 EV_APV { AI 2    359    360 } { AI 0 } 
   300 F     40 EV_APV { AI 2    369    370 } { AI 0 } 
   301 F     41 EV_APV { AI 2    379    380 } { AI 0 } 
   302 F     42 EV_APV { AI 2    389    390 } { AI 0 } 
   303 F     43 EV_APV { AI 2    399    400 } { AI 0 } 
   304 F     44 EV_APV { AI 2    409    410 } { AI 0 } 
   305 F     45 EV_APV { AI 2    418    419 } { AI 0 } 
   306 F     46 EV_APV { AI 2    427    428 } { AI 0 } 
   307 F     47 EV_APV { AI 2    442    443 } { AI 0 } 
   308 F     48 EV_APV { AI 2    454    455 } { AI 0 } 
   309 F     49 EV_APV { AI 2    464    465 } { AI 0 } 
   310 F     50 EV_APV { AI 2    474    475 } { AI 0 } 
   311 F     51 EV_APV { AI 2    484    485 } { AI 0 } 
   312 F     52 EV_APV { AI 2    494    495 } { AI 0 } 
   313 F     53 EV_APV { AI 2    504    505 } { AI 0 } 
   314 F     54 EV_APV { AI 2    513    514 } { AI 0 } 
   315 F     55 EV_APV { AI 2    522    523 } { AI 0 } 
   316 F     56 EV_APV { AI 2    531    532 } { AI 0 } 
   317 F     57 EV_APV { AI 2    536    537 } { AI 0 } 
   318 F     58 EV_APV { AI 2    541    542 } { AI 0 } 
   319 F     59 EV_APV { AI 2    546    547 } { AI 0 } 
   320 F     60 EV_APV { AI 2    548    549 } { AI 0 } 
   321 F     61 EV_APV { AI 2    557    558 } { AI 0 } 
   322 F     62 EV_APV { AI 2    567    568 } { AI 0 } 
   323 F     63 EV_APV { AI 2    577    578 } { AI 0 } 
   324 F     64 EV_APV { AI 2    587    588 } { AI 0 } 
   325 F     65 EV_APV { AI 2    601    602 } { AI 0 } 
   326 F     66 EV_APV { AI 2    608    609 } { AI 0 } 
   327 F     67 EV_APV { AI 2    617    618 } { AI 0 } 
   328 F     68 EV_APV { AI 2    626    627 } { AI 0 } 
   329 F     69 EV_APV { AI 2    635    636 } { AI 0 } 
   330 F     70 EV_APV { AI 2    638    639 } { AI 0 } 
   331 F     71 EV_APV { AI 2    643    644 } { AI 0 } 
   332 F     72 EV_APV { AI 2    645    646 } { AI 0 } 
   333 F     73 EV_APV { AI 2    654    655 } { AI 0 } 
   334 F     74 EV_APV { AI 2    664    665 } { AI 0 } 
   335 F     75 EV_APV { AI 2    674    675 } { AI 0 } 
   336 F     76 EV_APV { AI 2    684    685 } { AI 0 } 
   337 F     77 EV_APV { AI 2    694    695 } { AI 0 } 
   338 F     78 EV_APV { AI 2    703    704 } { AI 0 } 
   339 F     79 EV_APV { AI 2    708    709 } { AI 0 } 
   340 F     80 EV_APV { AI 2    717    718 } { AI 0 } 
   341 F     81 EV_APV { AI 2    727    728 } { AI 0 } 
   342 F     82 EV_APV { AI 2    737    738 } { AI 0 } 
   343 F     83 EV_APV { AI 2    746    747 } { AI 0 } 
   344 F     84 EV_APV { AI 2    755    756 } { AI 0 } 
   345 F     85 EV_APV { AI 2    761    762 } { AI 0 } 
   346 F     86 EV_APV { AI 2    766    767 } { AI 0 } 
   347 F     87 EV_APV { AI 2    775    776 } { AI 0 } 
   348 F     88 EV_APV { AI 2    784    785 } { AI 0 } 
   349 F     89 EV_APV { AI 2    786    787 } { AI 0 } 
   350 F     90 EV_APV { AI 2    795    796 } { AI 0 } 
   351 F     91 EV_APV { AI 2    801    802 } { AI 0 } 
   352 F     92 EV_APV { AI 2    810    811 } { AI 0 } 
   353 F     93 EV_APV { AI 2    820    821 } { AI 0 } 
   354 F     94 EV_APV { AI 2    829    830 } { AI 0 } 
   355 F     95 EV_APV { AI 2    838    839 } { AI 0 } 
   356 F     96 EV_APV { AI 2    844    845 } { AI 0 } 
   357 F     97 EV_APV { AI 2    846    847 } { AI 0 } 
   358 F     98 EV_APV { AI 2    854    855 } { AI 0 } 
   359 F     99 EV_APV { AI 2    859    860 } { AI 0 } 
   360 F    100 EV_APV { AI 2    864    865 } { AI 0 } 
   361 F    101 EV_APV { AI 2    869    870 } { AI 0 } 
   362 F    102 EV_APV { AI 2    871    872 } { AI 0 } 
   363 F    103 EV_APV { AI 2    880    881 } { AI 0 } 
   364 F    104 EV_APV { AI 2    890    891 } { AI 0 } 
   365 F    105 EV_APV { AI 2    899    900 } { AI 0 } 
   366 F    106 EV_APV { AI 2    904    905 } { AI 0 } 
   367 F    107 EV_APV { AI 2    909    910 } { AI 0 } 
   368 F    108 EV_APV { AI 2    911    912 } { AI 0 } 
   369 F    109 EV_APV { AI 2    919    920 } { AI 0 } 
   370 F    110 EV_APV { AI 2    921    922 } { AI 0 } 
   371 F    111 EV_APV { AI 2    926    927 } { AI 0 } 
   372 F    112 EV_APV { AI 2    928    929 } { AI 0 } 
   373 F    113 EV_APV { AI 2    933    934 } { AI 0 } 
} 
{ SolTree .\3x5patch_2ndOrderWavePort13\3x5patch_2ndOrderWavePort13 
     1 
v_0_0.0356867_71.3735 EigenPair 
EigenVal { AC 1 ( 3.5686719367293646e-002,  7.1373456486254852e+001) }  
EigenSol 
{ AC 935 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 1.3774299866976705e-015, -5.5097216613823782e-012) 
(-1.3769742487490185e-025, -1.1262115903650012e-024) (-1.4543127976640152e-025, -5.6784444102899309e-025) 
( 2.7684331158726250e-015, -1.1073735909881235e-011) (-9.0936009682945995e-026, -7.1186461074882321e-025) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 4.9878610544595953e-014, -1.9951450426996692e-010) 
( 2.1525429593457439e-027, -2.0497625913970668e-027) ( 3.2063433671138068e-026, -2.2815925600719698e-026) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 8.4338075294671046e-026,  9.5021900444920578e-025) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
(-1.9988380348987855e-015,  7.9953546280415359e-012) (-2.1623366597826713e-025, -4.0112978114027683e-025) 
( 1.5118050220746185e-025,  1.9332125551351299e-025) ( 3.9266504309467482e-015, -1.5706606611660338e-011) 
(-2.0028521687084173e-025,  5.0366825979624878e-025) ( 5.9229892921324508e-014, -2.3691964541805095e-010) 
(-1.0533352938198805e-026,  8.3940240718617507e-027) ( 6.5267205683142605e-026, -4.6267727481768109e-026) 
(-1.2015570158002693e-025, -7.3686645064281308e-025) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
(-1.5006739542550195e-015,  6.0026976851413815e-012) ( 2.9372980517507989e-026, -5.5714077432735177e-025) 
(-3.2503031077280392e-025, -1.1192734096705734e-024) ( 5.1110270109330034e-016, -2.0444114404821038e-012) 
( 8.8890325304266908e-026,  9.3312653375630683e-026) ( 3.3197557052686270e-014, -1.3279026953688355e-010) 
(-2.8068998147964089e-026,  1.9307043229584727e-026) ( 3.6021015561014743e-026, -2.6602200972524509e-026) 
(-2.8991647154440760e-025, -1.5816336108405744e-024) (-4.5235567034358409e-025, -1.4532311671244137e-024) 
( 1.2768654038399394e-015, -5.1074632049756141e-012) ( 2.1015155332828823e-027,  3.7274042241562338e-025) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 5.1821014885107841e-027, -4.3332917869036121e-027) ( 1.6273421666392988e-026, -1.0955713572694121e-026) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 1.2135545984461729e-015, -4.8542199044481535e-012) ( 1.1690246665687090e-025,  7.7592406230506566e-025) 
( 2.2183745596685309e-025,  2.7012341568734673e-025) (-1.3898186289328846e-015,  5.5592762461677986e-012) 
( 1.9001776206462440e-025, -5.8373847519507535e-026) ( 6.8129958319065714e-014, -2.7251991809005911e-010) 
(-3.7243749826889967e-026,  2.6701215666035493e-026) (-2.4403851546325333e-027,  1.2104328767561548e-027) 
(-6.1526369228628194e-025, -7.2334749259641753e-025) ( 9.8869218393757638e-014, -3.9547699665445394e-010) 
( 7.0585499782086297e-016, -2.8234208699919975e-012) ( 2.5641955228343087e-025,  2.6119386633234923e-025) 
( 9.8869218394272707e-014, -3.9547699665445321e-010) ( 3.2700241305218980e-015, -1.3080100592832687e-011) 
(-3.1689395013894363e-025, -4.0086990317459045e-025) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 6.6480359404050404e-027, -4.1683814067939489e-027) ( 6.1277075068631553e-026, -4.3158710130213277e-026) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 9.8869218393454702e-014, -3.9547699665445456e-010) ( 1.3424729542382648e-015, -5.3698934880820898e-012) 
( 1.9734761722037842e-026,  1.9450729764382999e-025) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
(-6.5539093692052101e-026,  4.7550933783234376e-026) ( 9.8236682819428582e-026, -7.0451699352505014e-026) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
(-3.5724231875766422e-016,  1.4289697197974820e-012) ( 1.3833154431493368e-025,  2.4191065387228891e-025) 
( 2.6904430190651548e-026,  2.0758515729160872e-025) (-4.6270345859930141e-016,  1.8508144103585336e-012) 
( 1.9651262836760070e-025,  9.0957018506395292e-026) ( 5.1862364129159864e-014, -2.0744952107862971e-010) 
(-5.6105928523056510e-028,  1.2192269743662143e-027) (-1.6008996237090007e-026,  1.1256226644921757e-026) 
(-8.2919140271799834e-025, -1.6476516067424532e-024) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
(-1.2612508346470461e-015,  5.0450049087262886e-012) (-1.4000618241003823e-026, -5.6343960501567216e-025) 
(-5.5677971520282223e-025, -1.6895421166927783e-024) ( 7.1383139792465107e-016, -2.8553264803073000e-012) 
(-6.0567812039194327e-027, -5.0642351272969252e-025) ( 2.6492578201700777e-014, -1.0597034578568862e-010) 
(-6.4356015313479532e-027,  3.8633648503765761e-027) ( 1.4061195099010044e-026, -1.0539628247638635e-026) 
(-2.3491637849843545e-025,  1.3881097183753341e-024) (-1.2052007268823488e-025, -2.6053594189781102e-025) 
( 5.8399771134684199e-016, -2.3359915724270262e-012) ( 8.3574250395768953e-026,  1.2600996553074379e-025) 
(-1.4294144057769043e-026,  1.0746938802384301e-026) ( 1.1515337468856842e-026, -8.6643727383365265e-027) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) (-1.6648455863663716e-015,  6.6593844180846000e-012) 
( 1.3306071432600991e-025,  1.5258714904487271e-024) ( 2.9618145855589924e-025,  5.8724723819516249e-025) 
(-6.9111289253000775e-016,  2.7644524306159313e-012) (-9.2812175642704715e-026, -2.3296541458561910e-025) 
( 4.8420776338668825e-014, -1.9368316563163903e-010) ( 2.3177575873725069e-026, -1.6639508065147822e-026) 
(-4.7937348776248806e-027,  3.4760482721302142e-027) ( 1.3482126929645536e-025,  1.8982882084343429e-024) 
(-6.8417600252098981e-025, -1.9339392791133634e-024) ( 4.0530463875669935e-016, -1.6212190596780532e-012) 
( 4.4065083415509472e-026, -6.1986026271821855e-026) (-1.1850131820693940e-024, -2.8712754338698343e-024) 
( 2.6747155563676235e-015, -1.0698865555220499e-011) (-7.1374364900081351e-026,  4.3557676737647031e-026) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) (-1.5874421239382044e-026,  1.1107257880248353e-026) 
( 2.0875422287188815e-026, -1.4398242242946503e-026) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 4.2876000455277916e-016, -1.7150405519312891e-012) 
(-7.0510194816611784e-027,  5.8908669573117834e-025) ( 9.8869218394424143e-014, -3.9547699665445285e-010) 
( 3.0728397948884718e-016, -1.2291363004694519e-012) (-1.0951946094594039e-026, -4.8842863476097001e-025) 
(-2.1149034214964045e-014,  8.4596163186846903e-011) (-2.1443657151542612e-026,  1.4991297567817735e-026) 
( 3.3620694417205753e-026, -2.3508804186801790e-026) (-4.4627775874011806e-025, -6.3661656214301424e-025) 
( 3.9637850461103387e-026, -9.3833461287926725e-026) ( 5.9342303939895744e-016, -2.3736928963147264e-012) 
( 2.2331238250419705e-025, -1.3183276815779599e-025) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) (-3.7898674173845675e-026,  2.6405773086662046e-026) 
(-3.1242619477344581e-026,  2.1604719628437098e-026) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 9.8869218394484753e-014, -3.9547699665445285e-010) (-3.6758562107374286e-016,  1.4703429419827614e-012) 
( 6.2374447636095888e-026,  5.2395249153969401e-025) ( 9.8869218394363495e-014, -3.9547699665445275e-010) 
( 2.4149123108241009e-015, -9.6596522492012166e-012) ( 6.7712492883464737e-026, -6.7869962433282838e-026) 
(-2.4453543453519679e-026,  1.6745166655418764e-026) ( 2.2742989905132331e-026, -1.6052084085543990e-026) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 3.5656020719216738e-016, -1.4262412726484751e-012) 
( 1.1057656067395645e-025, -6.3287388821413896e-025) ( 9.8869218394272555e-014, -3.9547699665445259e-010) 
(-7.7841935593707116e-018,  3.1136784015533370e-014) ( 3.6301557464843149e-026, -2.2383864095365269e-025) 
(-1.7481314843712204e-014,  6.9925281136522936e-011) (-5.5415244256571665e-027,  4.5285825660970584e-027) 
( 2.4679745337299626e-026, -1.7775889444050869e-026) (-1.6137270326234262e-026,  1.4868786885411562e-024) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 3.4020820179584248e-016, -1.3608332307600011e-012) 
(-2.0961962299915409e-026,  1.1385456461627492e-025) (-1.6910006276858723e-025,  5.4657936949405085e-025) 
( 5.8963911133827720e-016, -2.3585571793710118e-012) ( 3.5653948253975293e-028,  1.0490105051537639e-025) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) (-2.0338166547187978e-014,  8.1352691507749443e-011) 
(-2.8110017481193062e-026,  2.0510426750698750e-026) (-3.8360850643697905e-026,  2.8463330272654447e-026) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
(-1.0835224517664276e-025, -3.9972162033113856e-025) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 5.1958275888785596e-016, -2.0783316822717551e-012) ( 8.2138889239098920e-026,  1.4335419971562144e-025) 
(-2.3647751243513664e-025,  5.7824106804753676e-025) ( 3.2583770589304198e-015, -1.3033512291713955e-011) 
( 1.0080399170503301e-025,  2.9084030016222449e-025) (-4.9138220004277625e-014,  1.9655294118834372e-010) 
( 3.5158930395829565e-026, -2.5473377263068667e-026) (-1.6910753244807138e-026,  1.2781868274732053e-026) 
(-4.4547627462271514e-025, -9.8066672700032259e-025) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
(-5.3240954588141726e-016,  2.1296388462827105e-012) ( 3.9472651653784789e-026, -3.7703021687904361e-026) 
( 3.5639544157736121e-027,  4.2467426571718367e-025) (-1.2786478359888334e-015,  5.1145929356451577e-012) 
( 2.1666578325118874e-025, -4.5557855767914271e-025) (-3.2188488353965379e-014,  1.2875399348742553e-010) 
( 1.8110236927600569e-026, -1.2740033559760006e-026) ( 1.0002500610263936e-026, -8.0161312434702617e-027) 
(-2.7137567759806213e-025, -2.4709171649725758e-026) (-2.5563727206979742e-025,  8.8049909172650720e-025) 
( 1.7515868037648579e-015, -7.0063493956081762e-012) ( 8.0216737547353704e-026,  2.7583403463531175e-025) 
( 1.7132381362467431e-026, -1.1674603167354098e-026) (-1.9103941124145967e-026,  1.4028362997181824e-026) 
( 3.9145849720178046e-025, -1.6121293866130929e-024) (-2.5742090089267158e-016,  1.0296839239491532e-012) 
( 8.0699010228101700e-026, -3.3736975669265381e-025) ( 6.8768090140932078e-026, -4.1574311032072100e-025) 
( 3.8013755322035425e-016, -1.5205506861264264e-012) (-2.4774774905331299e-026, -3.3609582878588956e-025) 
( 2.0509347634722748e-026, -1.3983236274041458e-026) (-1.5277865730162055e-026,  1.0112484309330365e-026) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 5.6853937441911657e-026, -4.0860509620420828e-026) 
(-2.9250976249156760e-026,  2.0668675552386305e-026) (-9.8869218393726500e-014,  3.9547699665445068e-010) 
(-1.6028933362518726e-015,  6.4115753405387495e-012) ( 2.8663069998460034e-025,  3.0257322728812786e-025) 
( 1.3956901160159093e-026, -9.2413723553733608e-027) ( 1.3743782330464971e-026, -9.1106366804017946e-027) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) (-7.9323814256824977e-016,  3.1729535578211011e-012) 
( 4.0667073385855338e-026,  9.7026663126487411e-026) (-5.3592068112438577e-025,  1.3896530208624478e-024) 
( 2.8972688367198195e-016, -1.1589078953482114e-012) ( 5.9039532526742360e-027, -5.7065345657163853e-025) 
(-1.8684445673994131e-014,  7.4737805957684973e-011) ( 4.8510511844852968e-026, -3.4720896161145282e-026) 
(-6.4467431242622661e-026,  4.6102859230324661e-026) (-1.6944686082245072e-025,  5.6664453058329397e-025) 
(-7.0880811025158663e-025,  1.9313503692926848e-024) ( 4.6103901771039263e-016, -1.8441566447493699e-012) 
( 2.0743441298266117e-026,  2.5591318661709593e-025) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) (-3.3882171580236180e-026,  2.4611553351607795e-026) 
(-2.6353934496200002e-026,  1.8702818934093786e-026) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) (-1.3552070496570452e-015,  5.4208298856217050e-012) 
(-2.7578683511702099e-026, -8.2475979615618074e-025) ( 8.4385469181601140e-025, -2.4408729466978873e-024) 
( 1.5052272882113274e-015, -6.0209110266178334e-012) (-3.7203795010894943e-027, -1.6205435917745108e-025) 
(-3.3212621749999452e-014,  1.3285052834737500e-010) (-4.1323386443039065e-026,  2.9043814670200639e-026) 
( 2.4006910500177990e-026, -1.7464910338424665e-026) (-5.4937596421936591e-026,  2.4340821169684518e-024) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 1.0055649119069214e-024, -3.2646818508874066e-024) 
( 9.5590648100948442e-016, -3.8236271138961144e-012) ( 2.1613051125671146e-027, -1.2029319904176181e-024) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) (-6.6655172914726799e-026,  4.8672313022122048e-026) 
( 1.0574418235583912e-025, -7.5278457263747152e-026) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 6.9268942607035796e-016, -2.7707585665987738e-012) 
( 1.0242737338056848e-025, -8.9732105661246104e-026) (-9.2489999439832744e-026,  3.3144023702433974e-025) 
(-8.6420343464983016e-016,  3.4568148143624444e-012) ( 8.3790182884864087e-026, -4.8906901651183188e-025) 
(-4.6025661311840148e-014,  1.8410270254461769e-010) (-2.3371468097309089e-026,  1.6639848425976439e-026) 
(-5.7818060336178924e-027,  3.1103020850459741e-027) (-4.1111579734526894e-025, -5.9101167993048743e-026) 
( 1.4859482045175529e-025, -4.3285827948233293e-025) (-2.0218052609726944e-015,  8.0872235607898986e-012) 
( 1.5501406830283616e-025,  7.2725862165124755e-025) (-3.9382067765114241e-026,  2.8387147380482013e-026) 
( 3.4963164872029277e-027, -1.8222999219291695e-027) ( 1.5748849905796717e-026, -1.1757831151868479e-026) 
( 2.1176635378224179e-026, -1.4770316059420194e-026) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 7.2572747653502819e-016, -2.9029108096884800e-012) ( 9.2363528779781114e-026, -4.4644085775016376e-025) 
( 9.8869218393182021e-014, -3.9547699665445497e-010) (-1.2532293394154673e-015,  5.0129189178626291e-012) 
( 1.3091253605787837e-025, -1.0060468298110639e-024) (-2.3181574809043674e-014,  9.2726328095563387e-011) 
(-3.4199731320039497e-026,  2.3803538005943339e-026) ( 2.0994510896511262e-026, -1.4276772935214256e-026) 
