{ FILE .\3x5patch_2ndOrderWavePort4\3x5patch_2ndOrderWavePort4 
{ POSITION .\3x5patch_2ndOrderWavePort4\3x5patch_2ndOrderWavePort4 
    73 
   197 L    124 EV_APV { AI 2    618    619 } { AI 1    620 } 
   198 L    125 EV_APV { AI 2    621    622 } { AI 1    623 } 
   199 L    126 EV_APV { AI 2    628    629 } { AI 1    630 } 
   200 L    127 EV_APV { AI 2    631    632 } { AI 1    633 } 
   201 L    128 EV_APV { AI 2    638    639 } { AI 1    640 } 
   202 L    129 EV_APV { AI 2    643    644 } { AI 1    645 } 
   203 L    130 EV_APV { AI 2    646    647 } { AI 1    648 } 
   204 L    131 EV_APV { AI 2    653    654 } { AI 1    655 } 
   205 L    132 EV_APV { AI 2    656    657 } { AI 1    658 } 
   206 L    133 EV_APV { AI 2    663    664 } { AI 1    665 } 
   207 L    134 EV_APV { AI 2    670    671 } { AI 1    672 } 
   208 L    135 EV_APV { AI 2    675    676 } { AI 1    677 } 
   209 L    136 EV_APV { AI 2    678    679 } { AI 1    680 } 
   210 L    137 EV_APV { AI 2    685    686 } { AI 1    687 } 
   211 L    138 EV_APV { AI 2    690    691 } { AI 1    692 } 
   212 L    139 EV_APV { AI 2    693    694 } { AI 1    695 } 
   213 L    140 EV_APV { AI 2    700    701 } { AI 1    702 } 
   214 L    141 EV_APV { AI 2    703    704 } { AI 1    705 } 
   215 L    142 EV_APV { AI 2    706    707 } { AI 1    708 } 
   216 L    143 EV_APV { AI 2    717    718 } { AI 1    719 } 
   217 L    144 EV_APV { AI 2    720    721 } { AI 1    722 } 
   218 L    145 EV_APV { AI 2    727    728 } { AI 1    729 } 
   219 L    146 EV_APV { AI 2    730    731 } { AI 1    732 } 
   220 L    147 EV_APV { AI 2    737    738 } { AI 1    739 } 
   221 L    148 EV_APV { AI 2    740    741 } { AI 1    742 } 
   222 L    149 EV_APV { AI 2    747    748 } { AI 1    749 } 
   223 L    150 EV_APV { AI 2    750    751 } { AI 1    752 } 
   224 L    151 EV_APV { AI 2    757    758 } { AI 1    759 } 
   225 L    152 EV_APV { AI 2    760    761 } { AI 1    762 } 
   226 L    153 EV_APV { AI 2    767    768 } { AI 1    769 } 
   227 L    154 EV_APV { AI 2    770    771 } { AI 1    772 } 
   228 L    155 EV_APV { AI 2    777    778 } { AI 1    779 } 
   229 L    156 EV_APV { AI 2    780    781 } { AI 1    782 } 
   230 L    157 EV_APV { AI 2    787    788 } { AI 1    789 } 
   231 L    158 EV_APV { AI 2    790    791 } { AI 1    792 } 
   232 L    159 EV_APV { AI 2    797    798 } { AI 1    799 } 
   233 L    160 EV_APV { AI 2    800    801 } { AI 1    802 } 
   234 L    161 EV_APV { AI 2    807    808 } { AI 1    809 } 
   235 L    162 EV_APV { AI 2    810    811 } { AI 1    812 } 
   236 L    163 EV_APV { AI 2    815    816 } { AI 1    817 } 
   237 L    164 EV_APV { AI 2    818    819 } { AI 1    820 } 
   238 L    165 EV_APV { AI 2    825    826 } { AI 1    827 } 
   239 L    166 EV_APV { AI 2    828    829 } { AI 1    830 } 
   240 L    167 EV_APV { AI 2    835    836 } { AI 1    837 } 
   241 L    168 EV_APV { AI 2    838    839 } { AI 1    840 } 
   242 L    169 EV_APV { AI 2    841    842 } { AI 1    843 } 
   243 L    170 EV_APV { AI 2    848    849 } { AI 1    850 } 
   244 L    171 EV_APV { AI 2    851    852 } { AI 1    853 } 
   245 L    172 EV_APV { AI 2    856    857 } { AI 1    858 } 
   246 L    173 EV_APV { AI 2    861    862 } { AI 1    863 } 
   247 L    174 EV_APV { AI 2    868    869 } { AI 1    870 } 
   248 L    175 EV_APV { AI 2    873    874 } { AI 1    875 } 
   249 L    176 EV_APV { AI 2    878    879 } { AI 1    880 } 
   250 L    177 EV_APV { AI 2    881    882 } { AI 1    883 } 
   251 L    178 EV_APV { AI 2    886    887 } { AI 1    888 } 
   252 L    179 EV_APV { AI 2    891    892 } { AI 1    893 } 
   253 L    180 EV_APV { AI 2    896    897 } { AI 1    898 } 
   254 L    181 EV_APV { AI 2    903    904 } { AI 1    905 } 
   255 L    182 EV_APV { AI 2    906    907 } { AI 1    908 } 
   256 L    183 EV_APV { AI 2    911    912 } { AI 1    913 } 
   257 L    184 EV_APV { AI 2    916    917 } { AI 1    918 } 
   258 L    185 EV_APV { AI 2    921    922 } { AI 1    923 } 
   259 L    186 EV_APV { AI 2    928    929 } { AI 1    930 } 
   260 F      0 EV_APV { AI 2     12     13 } { AI 0 } 
   261 F      1 EV_APV { AI 2     24     25 } { AI 0 } 
   262 F      2 EV_APV { AI 2     34     35 } { AI 0 } 
   263 F      3 EV_APV { AI 2     44     45 } { AI 0 } 
   264 F      4 EV_APV { AI 2     54     55 } { AI 0 } 
   265 F      5 EV_APV { AI 2     64     65 } { AI 0 } 
   266 F      6 EV_APV { AI 2     74     75 } { AI 0 } 
   267 F      7 EV_APV { AI 2     80     81 } { AI 0 } 
   268 F      8 EV_APV { AI 2     89     90 } { AI 0 } 
   269 F      9 EV_APV { AI 2    103    104 } { AI 0 } 
   270 F     10 EV_APV { AI 2    114    115 } { AI 0 } 
   271 F     11 EV_APV { AI 2    120    121 } { AI 0 } 
   272 F     12 EV_APV { AI 2    129    130 } { AI 0 } 
   273 F     13 EV_APV { AI 2    135    136 } { AI 0 } 
   274 F     14 EV_APV { AI 2    144    145 } { AI 0 } 
   275 F     15 EV_APV { AI 2    154    155 } { AI 0 } 
   276 F     16 EV_APV { AI 2    164    165 } { AI 0 } 
   277 F     17 EV_APV { AI 2    174    175 } { AI 0 } 
   278 F     18 EV_APV { AI 2    184    185 } { AI 0 } 
   279 F     19 EV_APV { AI 2    194    195 } { AI 0 } 
   280 F     20 EV_APV { AI 2    204    205 } { AI 0 } 
   281 F     21 EV_APV { AI 2    218    219 } { AI 0 } 
   282 F     22 EV_APV { AI 2    229    230 } { AI 0 } 
   283 F     23 EV_APV { AI 2    239    240 } { AI 0 } 
   284 F     24 EV_APV { AI 2    248    249 } { AI 0 } 
   285 F     25 EV_APV { AI 2    253    254 } { AI 0 } 
   286 F     26 EV_APV { AI 2    262    263 } { AI 0 } 
   287 F     27 EV_APV { AI 2    272    273 } { AI 0 } 
   288 F     28 EV_APV { AI 2    282    283 } { AI 0 } 
   289 F     29 EV_APV { AI 2    292    293 } { AI 0 } 
   290 F     30 EV_APV { AI 2    302    303 } { AI 0 } 
   291 F     31 EV_APV { AI 2    311    312 } { AI 0 } 
   292 F     32 EV_APV { AI 2    313    314 } { AI 0 } 
   293 F     33 EV_APV { AI 2    322    323 } { AI 0 } 
   294 F     34 EV_APV { AI 2    331    332 } { AI 0 } 
   295 F     35 EV_APV { AI 2    336    337 } { AI 0 } 
   296 F     36 EV_APV { AI 2    345    346 } { AI 0 } 
   297 F     37 EV_APV { AI 2    351    352 } { AI 0 } 
   298 F     38 EV_APV { AI 2    356    357 } { AI 0 } 
   299 F     39 EV_APV { AI 2    358    359 } { AI 0 } 
   300 F     40 EV_APV { AI 2    367    368 } { AI 0 } 
   301 F     41 EV_APV { AI 2    377    378 } { AI 0 } 
   302 F     42 EV_APV { AI 2    391    392 } { AI 0 } 
   303 F     43 EV_APV { AI 2    402    403 } { AI 0 } 
   304 F     44 EV_APV { AI 2    412    413 } { AI 0 } 
   305 F     45 EV_APV { AI 2    418    419 } { AI 0 } 
   306 F     46 EV_APV { AI 2    427    428 } { AI 0 } 
   307 F     47 EV_APV { AI 2    437    438 } { AI 0 } 
   308 F     48 EV_APV { AI 2    443    444 } { AI 0 } 
   309 F     49 EV_APV { AI 2    451    452 } { AI 0 } 
   310 F     50 EV_APV { AI 2    460    461 } { AI 0 } 
   311 F     51 EV_APV { AI 2    463    464 } { AI 0 } 
   312 F     52 EV_APV { AI 2    471    472 } { AI 0 } 
   313 F     53 EV_APV { AI 2    473    474 } { AI 0 } 
   314 F     54 EV_APV { AI 2    478    479 } { AI 0 } 
   315 F     55 EV_APV { AI 2    487    488 } { AI 0 } 
   316 F     56 EV_APV { AI 2    493    494 } { AI 0 } 
   317 F     57 EV_APV { AI 2    502    503 } { AI 0 } 
   318 F     58 EV_APV { AI 2    517    518 } { AI 0 } 
   319 F     59 EV_APV { AI 2    529    530 } { AI 0 } 
   320 F     60 EV_APV { AI 2    539    540 } { AI 0 } 
   321 F     61 EV_APV { AI 2    549    550 } { AI 0 } 
   322 F     62 EV_APV { AI 2    559    560 } { AI 0 } 
   323 F     63 EV_APV { AI 2    568    569 } { AI 0 } 
   324 F     64 EV_APV { AI 2    577    578 } { AI 0 } 
   325 F     65 EV_APV { AI 2    587    588 } { AI 0 } 
   326 F     66 EV_APV { AI 2    596    597 } { AI 0 } 
   327 F     67 EV_APV { AI 2    598    599 } { AI 0 } 
   328 F     68 EV_APV { AI 2    606    607 } { AI 0 } 
   329 F     69 EV_APV { AI 2    614    615 } { AI 0 } 
   330 F     70 EV_APV { AI 2    616    617 } { AI 0 } 
   331 F     71 EV_APV { AI 2    625    626 } { AI 0 } 
   332 F     72 EV_APV { AI 2    635    636 } { AI 0 } 
   333 F     73 EV_APV { AI 2    641    642 } { AI 0 } 
   334 F     74 EV_APV { AI 2    650    651 } { AI 0 } 
   335 F     75 EV_APV { AI 2    660    661 } { AI 0 } 
   336 F     76 EV_APV { AI 2    666    667 } { AI 0 } 
   337 F     77 EV_APV { AI 2    668    669 } { AI 0 } 
   338 F     78 EV_APV { AI 2    673    674 } { AI 0 } 
   339 F     79 EV_APV { AI 2    682    683 } { AI 0 } 
   340 F     80 EV_APV { AI 2    688    689 } { AI 0 } 
   341 F     81 EV_APV { AI 2    697    698 } { AI 0 } 
   342 F     82 EV_APV { AI 2    712    713 } { AI 0 } 
   343 F     83 EV_APV { AI 2    724    725 } { AI 0 } 
   344 F     84 EV_APV { AI 2    734    735 } { AI 0 } 
   345 F     85 EV_APV { AI 2    744    745 } { AI 0 } 
   346 F     86 EV_APV { AI 2    754    755 } { AI 0 } 
   347 F     87 EV_APV { AI 2    764    765 } { AI 0 } 
   348 F     88 EV_APV { AI 2    774    775 } { AI 0 } 
   349 F     89 EV_APV { AI 2    784    785 } { AI 0 } 
   350 F     90 EV_APV { AI 2    794    795 } { AI 0 } 
   351 F     91 EV_APV { AI 2    804    805 } { AI 0 } 
   352 F     92 EV_APV { AI 2    813    814 } { AI 0 } 
   353 F     93 EV_APV { AI 2    822    823 } { AI 0 } 
   354 F     94 EV_APV { AI 2    832    833 } { AI 0 } 
   355 F     95 EV_APV { AI 2    845    846 } { AI 0 } 
   356 F     96 EV_APV { AI 2    854    855 } { AI 0 } 
   357 F     97 EV_APV { AI 2    859    860 } { AI 0 } 
   358 F     98 EV_APV { AI 2    864    865 } { AI 0 } 
   359 F     99 EV_APV { AI 2    866    867 } { AI 0 } 
   360 F    100 EV_APV { AI 2    871    872 } { AI 0 } 
   361 F    101 EV_APV { AI 2    876    877 } { AI 0 } 
   362 F    102 EV_APV { AI 2    884    885 } { AI 0 } 
   363 F    103 EV_APV { AI 2    889    890 } { AI 0 } 
   364 F    104 EV_APV { AI 2    894    895 } { AI 0 } 
   365 F    105 EV_APV { AI 2    899    900 } { AI 0 } 
   366 F    106 EV_APV { AI 2    901    902 } { AI 0 } 
   367 F    107 EV_APV { AI 2    909    910 } { AI 0 } 
   368 F    108 EV_APV { AI 2    914    915 } { AI 0 } 
   369 F    109 EV_APV { AI 2    919    920 } { AI 0 } 
   370 F    110 EV_APV { AI 2    924    925 } { AI 0 } 
   371 F    111 EV_APV { AI 2    926    927 } { AI 0 } 
   372 F    112 EV_APV { AI 2    931    932 } { AI 0 } 
   373 F    113 EV_APV { AI 2    933    934 } { AI 0 } 
} 
{ SolTree .\3x5patch_2ndOrderWavePort4\3x5patch_2ndOrderWavePort4 
     1 
v_0_0.0356867_71.3735 EigenPair 
EigenVal { AC 1 ( 3.5686719343614476e-002,  7.1373456486261944e+001) }  
EigenSol 
{ AC 935 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 6.3834803374659219e-016, -2.5533929314172607e-012) 
(-8.6962883327677071e-026,  1.0116331599827143e-024) (-2.8267423634172305e-025, -1.0539630689583923e-024) 
( 9.5319094874616558e-016, -3.8127649844051163e-012) ( 7.7794224891677994e-027,  5.5054070502882886e-025) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) (-2.6638219658495152e-014,  1.0655291187212478e-010) 
(-1.6542158597065678e-026,  2.1003252108992333e-026) (-2.5680805031123575e-026,  2.7762002428787539e-026) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 4.7531070747066137e-025, -2.3868340460194199e-024) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
(-1.4586490227222921e-015,  5.8345979107832175e-012) (-1.0340702821559044e-025,  2.8983908634742814e-025) 
( 4.6733363864210130e-025,  1.8448230078671243e-024) ( 1.3211570348402534e-015, -5.2846297876795557e-012) 
( 2.6688318259786181e-027, -5.3218733818588635e-025) (-3.1590630787259878e-014,  1.2636256256640971e-010) 
(-1.8341148339826743e-026,  2.1119166785116080e-026) ( 1.1874074134657240e-026, -1.2741130162469331e-026) 
( 7.3022951364315222e-025,  7.5122345342752455e-025) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 9.5284141172669687e-016, -3.8113668356373560e-012) (-8.8652879356474374e-026,  7.5952659962201625e-025) 
( 1.3663975421323446e-025,  5.6670931557760107e-025) (-8.0546014343914517e-017,  3.2218415772820025e-013) 
(-1.0451641550065437e-025, -5.4964393038153179e-025) (-5.8861737515085337e-014,  2.3544702350392230e-010) 
(-5.0261336462432872e-027,  6.9695310401155550e-027) ( 1.6436853000379999e-026, -1.6530042072182921e-026) 
( 7.2061652788717171e-025, -2.3486633080316965e-025) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 7.3535180893345100e-025,  3.1533863444223168e-024) ( 9.2481054885476826e-016, -3.6992433493151924e-012) 
(-8.2542435545711330e-026, -8.4703654133689694e-025) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
(-2.7451923060734360e-026,  3.6107655372307914e-026) ( 5.2167373791388653e-026, -5.7813901742672938e-026) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
(-8.2803226594684327e-016,  3.3121300968023641e-012) ( 3.6970083117442037e-026,  1.1710419178975974e-024) 
(-2.2368321262026354e-025, -3.8333847807827790e-025) (-1.5068402769289292e-015,  6.0273629877480556e-012) 
(-8.4859434929022456e-026,  8.2310411013827571e-025) (-4.3723176424612130e-014,  1.7489276025522435e-010) 
( 5.1042032220051437e-027, -2.4245431227457586e-027) ( 1.4583323112211386e-026, -1.4322304307527861e-026) 
( 4.1940834371995291e-026, -1.2228012650823306e-024) ( 9.8870305806337911e-014, -3.9548134658985795e-010) 
( 3.5343437354548295e-015, -1.4137379351387293e-011) (-5.3551768346616084e-026,  1.3402358436431592e-025) 
( 9.8870305806898419e-014, -3.9548134658985712e-010) ( 7.4265681769166786e-016, -2.9706281974851872e-012) 
(-2.3528539832703113e-025,  3.8773760652246369e-025) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
(-1.0393968524770427e-027,  2.9305138890473718e-027) ( 2.5563745620890768e-026, -2.6905394324029678e-026) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 9.8870305807186271e-014, -3.9548134658985686e-010) 
( 1.8244989893952980e-015, -7.2979982338864001e-012) (-7.8625550149614156e-026, -3.2441987649492812e-025) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 2.5627257556262003e-028, -4.1615602710557430e-027) ( 1.2024182263287171e-026, -1.3207731713909489e-026) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 5.1695499266370653e-025, -3.5040972330902464e-025) 
( 2.7426245692570831e-015, -1.0970501698959672e-011) ( 9.3798105987000176e-026,  7.0661710755892083e-025) 
(-2.0702904021329791e-026,  2.1598321012510693e-026) ( 2.1165813581805334e-026, -2.2315613691879650e-026) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 4.3300601130607336e-016, -1.7320245854068063e-012) 
( 6.7511497232646287e-026, -5.9578473361521193e-025) ( 9.7836429357389549e-025, -6.5639011826168368e-025) 
(-4.2105696448505525e-016,  1.6842283833650476e-012) ( 2.7212910852875940e-026,  2.4903274820971638e-025) 
(-2.3813171741849388e-014,  9.5252716679446709e-011) (-1.6667055716675252e-026,  2.1229202955587201e-026) 
( 1.8008593766078467e-026, -2.2628733450416640e-026) (-4.4708232346533981e-026,  1.5004229639062873e-024) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 4.2593905033461990e-016, -1.7037567327941153e-012) 
(-2.0760474060699631e-026, -9.0094321330445479e-025) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
(-6.6488016097439975e-016,  2.6595214733683043e-012) (-1.6543792311351709e-025, -7.0699278057521802e-025) 
( 1.1988516993075115e-025,  9.0983334373582347e-026) (-1.4454289993078356e-015,  5.7817178006919274e-012) 
(-9.8837637733542580e-026,  3.3201006490417364e-025) (-2.9391840396505124e-014,  1.1756739825936493e-010) 
(-4.5766455963138017e-014,  1.8306588095544163e-010) (-7.2308703800136477e-027,  9.7398949401891546e-027) 
(-4.3823085256273376e-027,  2.8050234907296721e-027) (-2.2745551078797992e-025, -2.8278639916518309e-024) 
(-3.3927435209972552e-025,  3.2066443027965668e-024) (-3.1242384514003435e-025, -1.9731045092139139e-025) 
( 8.0759275354116216e-016, -3.2303720217747930e-012) (-3.6666718825076033e-026, -3.9120374836561166e-025) 
(-6.5369679366777003e-025, -4.5217005160079988e-025) ( 1.1505981291494799e-015, -4.6023939521131326e-012) 
(-6.0583660924805597e-027,  1.0154354028266173e-024) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 9.3888277000819513e-027, -1.0091608617565020e-026) (-1.9123190818623108e-026,  2.0943565911525566e-026) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
(-1.6274886180103387e-026,  1.6613517387136111e-026) (-2.0703584941020972e-026,  2.6725629793548391e-026) 
(-9.7471612017184005e-025, -7.5461256315442016e-025) ( 8.0467530063653418e-016, -3.2187022065778033e-012) 
(-1.3329325659354846e-026,  6.2919500811906408e-025) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) (-2.0916722100521796e-026,  2.1162029275297728e-026) 
(-2.6608733754164148e-026,  2.9675566619609212e-026) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 1.1733947594059616e-024, -7.7460011258398184e-025) (-1.1168198681944862e-015,  4.4672808664180246e-012) 
( 7.4190735114798428e-026, -9.5919087881753080e-025) (-1.0537438147812335e-026,  1.1570088874813418e-026) 
( 1.9052289653806114e-029,  1.6353672653370034e-028) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
(-2.4439864987969811e-015,  9.7759490443599433e-012) (-5.5917774156633246e-026,  2.9038689462360230e-025) 
(-1.2328617909558577e-024, -1.0492395171034450e-024) ( 1.0329335983345061e-015, -4.1317356819076624e-012) 
(-5.0972614124499575e-026, -2.9527365849783565e-025) (-2.7825051234969586e-014,  1.1130023965881055e-010) 
( 1.4391789354698405e-026, -1.3183002084763168e-026) (-3.5264959928200652e-026,  3.8541661044695997e-026) 
( 3.8766062058717121e-028, -1.7730280980385044e-024) (-1.4751802807975774e-024, -1.4079429254341634e-024) 
( 7.1016303144185663e-016, -2.8406530118116247e-012) (-5.2786479109977085e-026,  5.2920334747294867e-025) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
(-1.5510188139904375e-026,  1.9121790738575711e-026) (-2.5414560708861582e-026,  3.0428071106301011e-026) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 6.3997388761924995e-016, -2.5598963490851075e-012) (-1.2641214325258368e-025,  6.1156959611364264e-025) 
(-3.5319465356376225e-025,  1.9640971136001847e-025) ( 4.7996549425727534e-016, -1.9198625757836516e-012) 
(-1.0607219394262013e-025,  1.6555967816990475e-024) (-6.3033522658707673e-014,  2.5213416927947554e-010) 
(-1.2854989028916704e-026,  1.6530026766012127e-026) ( 3.1362666923327528e-026, -3.6582748347530648e-026) 
(-8.2471640684702333e-026, -6.6120671886932550e-024) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 3.9684521997473239e-016, -1.5873813749167737e-012) (-1.3048651103737915e-025,  1.2422810248530279e-025) 
( 2.5882149021537195e-025,  4.7639550202864285e-026) (-1.2209275388792692e-015,  4.8837116786992460e-012) 
(-9.1981672583012925e-026, -3.2483391031251006e-025) (-5.1777344459269126e-014,  2.0710944243776494e-010) 
(-1.2213069729229269e-026,  1.3104116661998566e-026) ( 3.5284968866425319e-027, -6.6991097275657058e-027) 
(-2.1114468013909365e-026, -3.7327328922388883e-024) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
(-3.6004758144178776e-016,  1.4401907749006735e-012) ( 1.1336836532702789e-025, -1.0658064704523065e-025) 
(-7.1808739659056079e-026, -1.1497572916653248e-025) (-1.2820138918070955e-015,  5.1280571666129474e-012) 
( 6.6952468152517831e-026, -2.3772268715282647e-025) (-3.8206719958239577e-014,  1.5282692750392791e-010) 
(-2.4237748176220044e-027,  3.8534544160024063e-027) (-7.1863288812845591e-027,  9.2824600760747992e-027) 
(-8.2062316414898898e-025, -4.7890419966698944e-025) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
(-4.6484380477241105e-016,  1.8593757990885703e-012) (-1.9250675282222390e-025,  3.2098269565752932e-025) 
(-6.1547651135512682e-026, -1.1103046652411840e-025) ( 9.5465344545838066e-016, -3.8186149727682769e-012) 
(-9.4426343512949472e-027, -3.9645328157053652e-025) (-6.9430745321455353e-014,  2.7772306790949573e-010) 
( 9.7015815893328174e-028, -2.7577829924177385e-027) (-3.7619719608944215e-027,  7.3373698246794336e-027) 
( 6.0203535841478313e-026, -2.9858116713471003e-024) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
(-1.4476082269426493e-015,  5.7904347137149121e-012) ( 2.5627131561183362e-025,  9.3368017116178805e-025) 
(-1.3929319846832259e-025, -2.9006947311071356e-025) (-1.6761035290702027e-015,  6.7044162073637428e-012) 
( 4.8554536866487136e-025,  3.0101113173996409e-025) (-5.5316734284446007e-014,  2.2126700615431090e-010) 
(-1.8646682273252585e-027, -2.0658548068206541e-028) (-1.5914099449371722e-026,  1.7248620818768278e-026) 
(-1.3255126881713392e-024, -3.1465485773479355e-024) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 3.2984964269733340e-016, -1.3193989822040434e-012) ( 5.6244320497280746e-026,  5.0525761112995959e-025) 
(-1.5685570165945906e-025, -3.7269516489598827e-025) ( 8.4781010935429816e-016, -3.3912414950546818e-012) 
( 3.2963361089995700e-026, -1.0064382731388892e-025) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) (-2.3499221379275740e-014,  9.3996914832841773e-011) 
(-1.1030303042031563e-026,  1.4544415262696080e-026) (-2.3133227746574840e-026,  3.0856158118461242e-026) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) (-6.4454424814352663e-025, -1.0661845860278805e-024) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) (-1.1551417052377500e-015,  4.6205682619833269e-012) 
(-4.4513727601038642e-027, -7.5188792686611345e-025) (-2.3882611324695852e-025, -6.1977547543934124e-025) 
( 8.5904221961762575e-016, -3.4361699501368013e-012) (-3.6565426978609323e-026, -6.6674472298157125e-025) 
(-2.4216932243699477e-014,  9.6867759186301459e-011) ( 6.1447554043723684e-027, -8.6395898894375198e-027) 
(-1.2326221423641727e-026,  1.3380239210801393e-026) (-3.4220026456013414e-025,  9.2401645768142481e-026) 
(-3.5231075876762448e-025, -1.0611837195005738e-024) ( 4.2673148637256223e-016, -1.7069264778790533e-012) 
(-1.9452088744830227e-026, -9.5814865928872816e-025) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) (-2.5443588661927253e-026,  2.7620401427324992e-026) 
(-1.2177264929131106e-026,  1.8460529897190464e-026) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
(-2.0939572652165660e-024, -2.6287376191374277e-024) ( 7.0481728438454135e-016, -2.8192700166766760e-012) 
( 2.2315849276052882e-025,  7.3725626853626153e-026) (-2.1641577914921537e-024, -2.8507014513158328e-024) 
( 7.7100949267634332e-016, -3.0840389325338338e-012) ( 1.6886439153949300e-025, -3.2678652388482309e-025) 
(-7.2664956315139146e-027,  4.8447197425517931e-027) (-9.4493895688442301e-027,  8.8121533328101379e-027) 
( 1.8609664929351989e-024,  2.1116149754814401e-024) (-4.8754693633405152e-016,  1.9501883535364116e-012) 
( 9.8983776054993741e-026,  7.7873951125626427e-026) (-1.6857234034999081e-026,  2.3722860443229872e-026) 
( 6.7477699784807913e-027, -7.2556933973992986e-027) ( 9.8870305809854073e-014, -3.9548134658985945e-010) 
( 1.8813313647221947e-016, -7.5253278049107665e-013) (-1.2756873762814014e-025, -6.4668110596531916e-026) 
( 9.8870305809884378e-014, -3.9548134658985945e-010) ( 2.1827146783996259e-015, -8.7308614365144259e-012) 
( 2.2997577463319305e-025,  7.7884956186857663e-026) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
(-1.3169638292864546e-026,  1.0389220432187203e-026) ( 1.5091936088613910e-026, -1.8453808666276271e-026) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 9.8870305809763158e-014, -3.9548134658985950e-010) 
( 1.0758993754660051e-015, -4.3035988441776313e-012) (-9.4965330471024130e-026, -2.8950214758272066e-025) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 1.2300249282237922e-027, -1.8652483610744714e-027) ( 7.9212468317195915e-027, -4.5834630708314233e-027) 
( 0.0000000000000000e+000,  0.0000000000000000e+000) ( 0.0000000000000000e+000,  0.0000000000000000e+000) 
( 5.9943510611962765e-016, -2.3977411723035868e-012) ( 3.9373392372709529e-026,  9.8445250520606487e-025) 
( 4.1735632348901293e-025,  7.6581309803398107e-026) (-9.1921348940068754e-016,  3.6768551044619901e-012) 
( 1.4623735756238877e-026,  1.1675383502265570e-024) (-7.6863776587098800e-014,  3.0745520224571116e-010) 
